LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-45.235 	 -4.2706 	 35.5 	 978004.08
-45.0003 	 -3.2197 	 -12.36 	 978007.55
-45.0517 	 -3.1731 	 -9.91 	 978000.93
-45.0606 	 -3.1597 	 -6.54 	 977995.77
-45.0642 	 -3.1553 	 -16.08 	 977996.45
-45.0536 	 -3.0933 	 -7.81 	 977994.22
-44.8644 	 -2.5939 	 -17.4 	 977975.58
-44.8711 	 -2.6217 	 -12.72 	 977975.46
-44.8783 	 -2.6394 	 -18.05 	 977977.79
-44.9164 	 -2.6631 	 -3.63 	 977972.32
-44.8886 	 -2.7039 	 -16.64 	 977983.21
-44.8564 	 -2.6983 	 -20.02 	 977987.15
-44.8228 	 -2.7028 	 -16.71 	 977990.83
-44.7828 	 -2.6992 	 -21.88 	 977994.69
-44.9283 	 -2.6997 	 -22.36 	 977995.24
-44.6172 	 -2.4844 	 -3.4 	 977980.76
-44.5169 	 -2.3456 	 8.5 	 977982.03
-44.4064 	 -2.3786 	 23.75 	 977978.87
-44.4156 	 -2.4069 	 7.52 	 977977.34
-44.4169 	 -2.4086 	 11.17 	 977976.32
-44.4092 	 -2.4003 	 7.72 	 977978.26
-44.8719 	 -3.4603 	 -17.65 	 978001.73
-44.8747 	 -3.4578 	 -15.87 	 978001.55
-44.2397 	 -2.5989 	 34.19 	 977974.7
-45.2394 	 -4.2844 	 38.31 	 978003.57
-45.2494 	 -4.2889 	 46.28 	 978001.68
-44.8578 	 -3.3547 	 -19.29 	 978005.98
-44.8769 	 -3.3233 	 -20.44 	 978006.5
-45.2272 	 -4.2514 	 32.48 	 978003.95
-44.9211 	 -2.6789 	 -5.65 	 977976.35
-44.5853 	 -5.0517 	 46.24 	 978013.06
-44.6378 	 -5.0797 	 61.4 	 978010.04
-44.3783 	 -3.3772 	 0.51 	 977984.49
-43.4272 	 -3.7403 	 26.22 	 978042.63
-43.0583 	 -4.2503 	 45.35 	 978010.28
-43.1714 	 -4.1936 	 54.0 	 978021.6
-43.2703 	 -4.1278 	 41.02 	 978021.44
-45.7475 	 -2.6436 	 25.17 	 977999.53
-45.8756 	 -2.1706 	 33.1 	 977964.44
-46.0447 	 -1.9169 	 24.21 	 978004.56
-45.6478 	 -3.1931 	 11.97 	 977990.39
-45.5639 	 -3.5786 	 9.02 	 977979.22
-45.2581 	 -3.6789 	 -3.72 	 977994.92
-44.7103 	 -3.5602 	 -11.46 	 977992.69
-46.6886 	 -4.3861 	 128.31 	 977975.29
-46.9494 	 -4.6206 	 81.73 	 977981.91
-47.1825 	 -4.7808 	 231.9 	 977950.71
-47.4561 	 -4.9356 	 222.15 	 977978.03
-46.1092 	 -4.8089 	 285.84 	 977948.17
-44.8772 	 -3.8592 	 -10.26 	 978002.88
-44.3706 	 -4.4356 	 75.43 	 977995.62
-43.7314 	 -4.7239 	 145.49 	 977999.0
-46.0106 	 -1.527 	 15.19 	 978018.55
-45.1961 	 -3.6231 	 10.33 	 977989.89
-44.8119 	 -2.9542 	 -7.01 	 978011.63
-43.72 	 -3.5944 	 9.67 	 978033.12
-46.4394 	 -4.3247 	 -12.73 	 977975.5
-46.1611 	 -4.5553 	 264.09 	 977945.59
-42.9492 	 -3.9111 	 95.0 	 978005.97
-42.9758 	 -3.7633 	 84.92 	 978010.07
-42.9494 	 -4.0139 	 31.2 	 978019.88
-45.0439 	 -3.5831 	 -7.52 	 977997.68
-45.2225 	 -3.5844 	 -6.84 	 977989.89
-45.06 	 -3.16 	 -5.02 	 977996.45
-46.0331 	 -1.2583 	 5.31 	 978037.59
-44.9689 	 -3.5822 	 0.16 	 977997.04
-44.9444 	 -4.0933 	 6.79 	 977998.48
-44.5947 	 -3.2917 	 -8.52 	 977983.77
-44.8761 	 -2.6056 	 -5.29 	 977971.83
-44.9378 	 -2.6672 	 3.64 	 977971.06
-44.8353 	 -2.7036 	 -12.34 	 977989.07
-44.4653 	 -5.4208 	 114.96 	 978015.05
-47.3897 	 -6.405 	 118.29 	 978031.72
-47.3969 	 -6.4447 	 136.55 	 978014.94
-47.4017 	 -6.5311 	 152.98 	 978010.03
-42.2523 	 -2.8625 	 1.66 	 977973.07
-42.3081 	 -2.8961 	 -11.89 	 977980.42
-42.5404 	 -2.7206 	 -18.39 	 977970.83
-43.5288 	 -3.3343 	 11.49 	 978040.19
-45.8578 	 -4.0791 	 19.47 	 977988.4
-46.2169 	 -4.2867 	 238.42 	 977941.57
-46.2498 	 -4.3078 	 245.49 	 977934.72
