LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-64.1069 	 -0.2997 	 20.3 	 978038.92
-64.0119 	 -0.2544 	 19.42 	 978037.56
-63.97 	 -0.2725 	 19.37 	 978037.93
-63.9144 	 -0.2811 	 18.96 	 978037.15
-63.8547 	 -0.2922 	 18.53 	 978037.44
-63.1867 	 -7.8125 	 69.91 	 978147.24
-63.2333 	 -7.8511 	 84.02 	 978142.01
-63.3378 	 -7.9339 	 80.92 	 978141.42
-63.1689 	 -7.5922 	 67.27 	 978118.51
-63.24 	 -7.5814 	 81.11 	 978110.75
-63.2333 	 -7.4658 	 72.13 	 978101.68
-63.2025 	 -7.3819 	 61.45 	 978097.14
-63.155 	 -7.2567 	 62.49 	 978084.11
-63.0628 	 -6.8733 	 55.46 	 978075.53
-67.2861 	 -9.2425 	 198.63 	 978132.65
-67.2886 	 -9.1789 	 187.3 	 978131.35
-67.2786 	 -9.1175 	 184.28 	 978129.09
-67.2106 	 -8.9994 	 180.19 	 978126.25
-67.4128 	 -8.7536 	 124.39 	 978119.52
-67.3364 	 -8.7733 	 128.62 	 978121.67
-67.3039 	 -8.8253 	 136.75 	 978128.28
-67.2772 	 -8.8919 	 142.13 	 978130.82
-67.2503 	 -8.945 	 146.63 	 978133.05
-63.5122 	 -0.5364 	 15.47 	 978025.31
-63.5522 	 -0.5061 	 15.45 	 978028.08
-63.3272 	 -0.6061 	 24.28 	 978012.99
-63.0492 	 -0.6836 	 10.94 	 978004.77
-63.0808 	 -0.6092 	 10.96 	 978009.13
-62.9958 	 -0.6928 	 10.48 	 978004.7
-63.1433 	 -0.7711 	 10.96 	 978004.45
-63.2303 	 -0.7942 	 12.26 	 978010.65
-63.2722 	 -0.8097 	 12.31 	 978003.36
-63.3075 	 -0.8547 	 12.98 	 978005.3
-62.9233 	 -0.6353 	 10.89 	 978010.07
-62.8678 	 -0.6383 	 11.25 	 978015.38
-62.8908 	 -0.5717 	 12.1 	 978014.35
-62.9078 	 -0.4236 	 12.96 	 978021.74
-63.0061 	 -0.8572 	 10.11 	 978007.46
