LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-48.0166 	 -16.0319 	 1172.95 	 978068.6
-48.0578 	 -16.0329 	 1094.15 	 978085.41
-48.0579 	 -15.9061 	 1238.8 	 978056.24
-47.8471 	 -15.9056 	 1117.01 	 978072.51
-48.1404 	 -15.7792 	 1154.18 	 978067.73
-47.4334 	 -15.9463 	 867.32 	 978131.24
-47.4366 	 -15.9058 	 939.23 	 978114.25
-47.4734 	 -15.9058 	 849.91 	 978132.48
-47.5586 	 -15.9923 	 1002.41 	 978102.4
-47.5544 	 -15.9053 	 941.83 	 978113.38
-47.516 	 -15.9054 	 880.57 	 978126.02
-48.136 	 -15.5271 	 919.41 	 978098.1
-48.2232 	 -15.6481 	 1082.06 	 978074.21
-48.1028 	 -15.7318 	 1253.29 	 978046.4
-48.1419 	 -15.7317 	 1130.24 	 978069.63
-48.1905 	 -15.6972 	 1075.61 	 978077.3
-48.1822 	 -15.6552 	 1124.79 	 978061.88
-48.1406 	 -15.6509 	 1278.2 	 978240.47
-47.6327 	 -15.9891 	 1014.44 	 978098.77
-47.642 	 -16.0307 	 988.41 	 978102.61
-47.5515 	 -15.9464 	 964.15 	 978109.05
-47.474 	 -15.9476 	 876.73 	 978128.29
-47.5161 	 -15.9465 	 950.23 	 978112.36
-47.9715 	 -15.5302 	 859.71 	 978108.39
-47.348 	 -16.0299 	 865.38 	 978135.78
-47.9736 	 -16.0283 	 1211.13 	 978057.47
-48.1324 	 -15.8667 	 893.36 	 978064.56
-47.5785 	 -15.8618 	 1081.1 	 978136.01
-48.098 	 -15.8642 	 1173.82 	 978068.89
-48.0965 	 -15.9037 	 1118.77 	 978081.08
-48.0142 	 -15.8639 	 1153.5 	 978070.56
-47.9742 	 -15.8638 	 1029.0 	 978092.0
-47.9743 	 -15.8215 	 1080.19 	 978080.69
-47.9352 	 -15.8635 	 1021.86 	 978090.4
-47.8813 	 -15.8658 	 1002.58 	 978092.94
-48.0575 	 -15.8204 	 1193.63 	 978061.68
-48.0153 	 -15.7823 	 1113.08 	 978074.63
-48.0564 	 -15.741 	 1226.44 	 978051.09
-47.978 	 -15.7826 	 1094.64 	 978076.4
-48.0174 	 -15.8231 	 1077.21 	 978082.35
-47.931 	 -15.8215 	 1077.57 	 978075.88
-47.9322 	 -15.7799 	 1117.73 	 978066.96
-47.8911 	 -15.7802 	 1096.41 	 978071.45
-47.8915 	 -15.8182 	 1047.53 	 978082.82
-47.8487 	 -15.8141 	 1005.34 	 978092.6
-47.8088 	 -15.7798 	 1001.59 	 978095.86
-47.7644 	 -15.78 	 1031.15 	 978088.73
-47.7263 	 -15.7781 	 904.51 	 978113.81
-47.5667 	 -15.8214 	 996.94 	 978098.13
-47.7677 	 -15.8197 	 1026.86 	 978088.5
-47.7628 	 -15.7384 	 1118.86 	 978071.56
-47.8051 	 -15.8216 	 1068.61 	 978082.68
-47.6402 	 -15.6135 	 1002.73 	 978090.83
-47.8074 	 -15.6556 	 1049.89 	 978082.6
-47.8475 	 -15.6966 	 1190.93 	 978056.1
-47.8985 	 -15.6969 	 1061.69 	 978081.65
-47.8915 	 -15.7362 	 1006.35 	 978091.71
-47.8501 	 -15.7387 	 1003.08 	 978092.91
-48.0164 	 -15.9473 	 1222.21 	 978056.64
