LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-49.385 	 -27.5914 	 839.34 	 978903.22
-49.4445 	 -27.6844 	 742.54 	 978924.67
-49.4793 	 -27.6842 	 711.29 	 978930.28
-49.4894 	 -27.7298 	 951.16 	 978884.64
-49.0195 	 -27.8158 	 697.72 	 978963.47
-49.025 	 -27.8384 	 955.06 	 978914.48
-49.0962 	 -27.9793 	 355.03 	 979032.06
-49.1062 	 -28.0231 	 330.83 	 979040.92
-49.0628 	 -28.0229 	 482.79 	 979012.46
-49.0112 	 -28.0557 	 274.74 	 979062.04
-49.4575 	 -28.018 	 976.9 	 978901.86
-49.4385 	 -27.998 	 1042.65 	 978887.18
-49.4081 	 -28.0429 	 970.11 	 978911.76
-49.3826 	 -28.0333 	 1003.44 	 978906.33
-49.3713 	 -28.024 	 1016.79 	 978902.0
-49.3687 	 -28.0545 	 1168.38 	 978865.96
-48.9481 	 -28.6164 	 6.99 	 979184.5
-48.9106 	 -28.6217 	 3.22 	 979187.21
-48.9005 	 -28.6284 	 4.48 	 979189.57
-48.8493 	 -28.6019 	 5.88 	 979190.32
-48.8261 	 -28.6058 	 7.37 	 979198.23
-48.7703 	 -28.2386 	 5.18 	 979157.14
-48.7441 	 -28.2562 	 15.21 	 979158.64
-48.8021 	 -28.269 	 8.73 	 979140.8
-48.8189 	 -28.3168 	 12.56 	 979160.79
-48.8947 	 -28.2766 	 6.59 	 979137.06
-48.9331 	 -28.2693 	 244.45 	 979084.31
-48.9566 	 -28.2373 	 126.51 	 979103.24
-49.0208 	 -28.2324 	 31.69 	 979123.04
-48.8969 	 -28.3157 	 10.46 	 979142.88
-48.9266 	 -28.308 	 217.0 	 979095.73
-48.8546 	 -28.2332 	 19.56 	 979135.03
-48.8409 	 -28.2066 	 66.16 	 979121.04
-48.7212 	 -28.1889 	 7.48 	 979152.32
-48.6532 	 -28.1546 	 2.7 	 979155.79
-48.6633 	 -28.1879 	 4.72 	 979160.18
-49.0112 	 -28.581 	 12.43 	 979167.86
-48.9956 	 -28.5674 	 2.45 	 979166.86
-48.8054 	 -28.5607 	 3.07 	 979190.71
-48.7892 	 -28.5559 	 3.68 	 979194.72
-48.7715 	 -28.5188 	 3.83 	 979193.5
-48.8131 	 -28.5224 	 3.26 	 979183.94
-48.8509 	 -28.5346 	 2.95 	 979181.63
-48.8986 	 -28.5306 	 2.79 	 979178.76
-48.8682 	 -28.5575 	 2.38 	 979181.73
-49.5762 	 -28.0792 	 1391.45 	 978822.03
-49.5781 	 -28.0871 	 1404.02 	 978822.44
-49.5244 	 -28.125 	 1705.09 	 978763.46
-49.5258 	 -28.1127 	 1427.21 	 978820.29
-49.4799 	 -28.127 	 1811.45 	 978730.12
-49.4902 	 -28.1206 	 1721.02 	 978758.69
-49.5125 	 -28.0743 	 1412.72 	 978819.86
-49.0978 	 -27.6894 	 842.52 	 978917.3
-49.0184 	 -27.7318 	 843.42 	 978925.47
-49.0355 	 -27.756 	 917.33 	 978908.64
-49.0457 	 -27.7672 	 1047.23 	 978885.04
-49.0461 	 -27.8165 	 661.21 	 978965.14
-49.0566 	 -27.8571 	 583.82 	 978986.28
-49.036 	 -27.8666 	 735.44 	 978957.56
-49.0645 	 -27.8935 	 516.54 	 978999.31
-49.0758 	 -27.922 	 543.39 	 978994.89
-49.0975 	 -27.9326 	 561.7 	 978992.24
-49.5989 	 -27.9782 	 896.13 	 978918.48
-49.6117 	 -28.0255 	 1076.58 	 978882.92
-49.5722 	 -28.0231 	 984.25 	 978902.34
-49.5586 	 -27.9751 	 935.21 	 978909.72
-49.5162 	 -27.9818 	 940.8 	 978907.25
-49.5202 	 -28.0181 	 929.65 	 978913.41
-49.4903 	 -28.021 	 920.94 	 978914.72
-49.4891 	 -28.0551 	 1200.13 	 978929.3
-49.4391 	 -28.0518 	 959.3 	 978911.91
-49.3032 	 -27.6523 	 881.99 	 978900.29
-49.2637 	 -27.6503 	 1045.04 	 978868.19
-49.2667 	 -27.6063 	 652.46 	 978941.66
-49.2199 	 -27.6529 	 1045.32 	 978871.2
-49.5723 	 -27.8507 	 882.84 	 978906.45
-49.5764 	 -27.9092 	 1200.02 	 978846.76
-49.6093 	 -27.9382 	 931.36 	 978906.14
-49.5638 	 -27.9404 	 955.37 	 978901.65
-49.2488 	 -27.7403 	 843.83 	 978917.53
-49.2783 	 -28.2418 	 371.38 	 979049.41
-49.3114 	 -28.2309 	 325.17 	 979056.21
