LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-44.6985 	 -22.7711 	 1421.1 	 978450.02
-44.7697 	 -22.9312 	 998.3 	 978542.69
-48.8793 	 -23.3057 	 602.51 	 978623.15
-48.9445 	 -23.272 	 618.44 	 978615.7
-48.7506 	 -23.2363 	 622.84 	 978616.39
-48.7701 	 -22.9836 	 714.15 	 978581.81
-48.9788 	 -22.9376 	 692.76 	 978590.54
-48.9765 	 -23.3804 	 643.29 	 978620.92
-48.7439 	 -23.4735 	 671.16 	 978623.22
-48.394 	 -23.5297 	 709.14 	 978599.11
-48.0552 	 -23.5348 	 728.46 	 978614.05
-48.7578 	 -23.4281 	 581.22 	 978639.13
-48.6067 	 -23.4363 	 621.2 	 978631.54
-49.0783 	 -22.6439 	 705.21 	 978572.29
-49.0174 	 -22.7057 	 606.04 	 978597.21
-48.8771 	 -22.5851 	 622.51 	 978585.15
-48.9521 	 -22.762 	 637.35 	 978590.61
-48.754 	 -22.6743 	 656.93 	 978580.0
-48.6639 	 -22.7339 	 728.88 	 978566.78
-49.0815 	 -22.5702 	 619.17 	 978581.26
-49.1838 	 -22.6428 	 662.92 	 978577.64
-49.231 	 -22.6256 	 604.06 	 978589.47
-48.8846 	 -22.2257 	 511.27 	 978588.98
-49.1596 	 -22.3215 	 481.68 	 978600.86
-49.2658 	 -22.1679 	 458.94 	 978602.7
-49.3588 	 -22.1717 	 505.12 	 978592.79
-49.6633 	 -22.8725 	 544.42 	 978615.23
-49.16 	 -22.4464 	 588.16 	 978582.18
-49.4557 	 -22.3304 	 654.45 	 978570.06
-49.0122 	 -22.4054 	 569.54 	 978586.85
-48.9231 	 -22.5053 	 596.15 	 978585.96
-48.9213 	 -22.5526 	 608.81 	 978586.53
-48.7269 	 -22.6441 	 573.46 	 978594.01
-48.6699 	 -22.6897 	 671.72 	 978573.47
-48.6068 	 -22.7387 	 725.14 	 978570.87
-48.8326 	 -22.7714 	 627.15 	 978593.25
-48.8309 	 -22.8342 	 734.91 	 978571.37
-48.8832 	 -22.829 	 719.61 	 978578.89
-48.8425 	 -22.8806 	 771.62 	 978567.17
-49.0105 	 -22.8497 	 676.17 	 978589.43
-49.0544 	 -22.8237 	 646.16 	 978593.73
-49.2892 	 -22.7704 	 667.31 	 978583.85
-49.8676 	 -21.557 	 405.33 	 978578.09
-50.4597 	 -21.253 	 377.41 	 978572.14
-50.3768 	 -21.4797 	 451.59 	 978561.08
-50.4604 	 -21.4914 	 465.91 	 978561.75
-50.3265 	 -21.5077 	 476.55 	 978554.54
-50.021 	 -21.058 	 455.34 	 978528.04
-49.9399 	 -21.2269 	 357.27 	 978562.89
-49.8251 	 -21.0808 	 406.59 	 978545.79
-49.9296 	 -21.0346 	 428.15 	 978535.94
-50.0833 	 -21.266 	 375.15 	 978557.81
-49.9713 	 -21.1147 	 416.99 	 978540.44
-50.9816 	 -21.8657 	 347.54 	 978601.08
-51.0379 	 -21.8711 	 394.63 	 978589.23
-50.8343 	 -21.7794 	 461.37 	 978573.19
-51.0445 	 -21.7897 	 385.53 	 978591.58
