LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-35.8775 	 -9.0469 	 425.93 	 978056.4
-35.8778 	 -8.9556 	 471.89 	 978048.0
-35.7974 	 -8.9586 	 426.81 	 978054.59
-35.622 	 -8.9572 	 106.62 	 978135.43
-35.7902 	 -8.8747 	 314.8 	 978082.11
-35.5416 	 -8.8755 	 156.67 	 978125.66
-35.4586 	 -8.8735 	 90.19 	 978144.07
-35.8743 	 -8.875 	 487.04 	 978041.79
-36.0409 	 -8.958 	 441.06 	 978047.68
-36.0418 	 -9.0421 	 327.59 	 978073.28
-36.2132 	 -9.1996 	 372.4 	 978066.69
-36.2091 	 -9.1276 	 449.07 	 978041.09
-36.1242 	 -8.9575 	 542.16 	 978023.75
-36.1219 	 -9.0439 	 275.28 	 978076.94
-36.1394 	 -9.3094 	 114.66 	 978129.49
-35.9592 	 -9.3744 	 159.97 	 978139.18
-35.9558 	 -9.2144 	 150.56 	 978124.76
-35.9549 	 -9.1212 	 333.77 	 978078.38
-35.878 	 -9.1262 	 181.46 	 978111.38
-36.1238 	 -9.2088 	 136.1 	 978116.34
-36.0411 	 -9.2137 	 168.92 	 978115.13
-36.0398 	 -9.126 	 137.22 	 978115.04
-36.09669 	 -9.778418 	 -1.105 	 978153.53
-35.34953 	 -9.231902 	 -4.021 	 978141.47
-35.45369 	 -9.279924 	 -4.08 	 978138.58
-35.77932 	 -9.556829 	 78.985 	 978122.52
-35.7188 	 -9.676141 	 -5.777 	 978150.86
-35.17401 	 -8.942877 	 -1.124 	 978189.45
-35.39146 	 -9.049049 	 0.852 	 978157.16
