INDEX 	 LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
17208 	 -54.4572 	 -17.6655 	 642.84 	 978325.17
17209 	 -54.4107 	 -17.6936 	 564.29 	 978336.85
17210 	 -54.3606 	 -17.7138 	 516.75 	 978343.18
17211 	 -54.1996 	 -17.654 	 626.52 	 978313.15
17212 	 -55.0408 	 -23.9791 	 423.16 	 978755.37
17213 	 -55.3898 	 -23.6486 	 324.9 	 978749.07
17214 	 -55.4305 	 -23.8973 	 428.21 	 978745.77
17215 	 -56.7582 	 -18.6415 	 112.67 	 978560.44
17216 	 -53.3176 	 -18.319 	 736.07 	 978313.04
17217 	 -53.453 	 -18.0997 	 410.15 	 978376.98
17218 	 -53.6342 	 -18.3936 	 418.38 	 978391.78
17219 	 -53.4631 	 -18.2537 	 450.12 	 978376.57
17220 	 -54.2554 	 -17.6696 	 539.4 	 978337.12
17221 	 -53.6414 	 -18.2833 	 506.84 	 978364.21
17222 	 -54.9287 	 -23.9476 	 378.97 	 978763.42
17223 	 -54.8899 	 -23.8991 	 405.38 	 978746.96
17224 	 -54.8503 	 -23.8971 	 399.11 	 978748.7
17225 	 -54.806 	 -23.8789 	 363.85 	 978755.8
17226 	 -54.7809 	 -23.8686 	 379.93 	 978751.68
17227 	 -54.7589 	 -23.8568 	 376.61 	 978749.84
17228 	 -54.7366 	 -23.8657 	 379.25 	 978753.37
17229 	 -54.6844 	 -23.8305 	 397.49 	 978744.82
17230 	 -54.6784 	 -23.8063 	 378.3 	 978746.14
17231 	 -54.6402 	 -23.7681 	 326.15 	 978751.11
17232 	 -54.6129 	 -23.7671 	 299.12 	 978760.35
17233 	 -54.5886 	 -23.7572 	 296.14 	 978758.74
17234 	 -54.5742 	 -23.7277 	 276.86 	 978758.32
17235 	 -54.5626 	 -23.7034 	 331.73 	 978742.96
17236 	 -54.5214 	 -23.6904 	 281.15 	 978753.64
17237 	 -54.4668 	 -23.6968 	 297.76 	 978750.63
17238 	 -54.4428 	 -23.7073 	 288.09 	 978752.3
17239 	 -54.4114 	 -23.7191 	 341.73 	 978744.38
17240 	 -54.3852 	 -23.7262 	 323.59 	 978753.77
17241 	 -56.9042 	 -18.8031 	 106.7 	 978573.32
17242 	 -56.7993 	 -18.666 	 110.49 	 978565.96
17243 	 -56.8418 	 -18.6884 	 108.95 	 978568.04
17244 	 -56.8861 	 -18.7642 	 106.5 	 978572.33
17245 	 -56.905 	 -18.8 	 106.96 	 978573.11
17246 	 -56.8594 	 -18.8264 	 107.12 	 978577.03
17247 	 -56.7966 	 -18.879 	 108.99 	 978575.55
17248 	 -56.794 	 -18.9249 	 106.85 	 978580.77
17249 	 -56.7524 	 -18.8989 	 108.1 	 978575.31
17250 	 -56.7119 	 -18.9236 	 109.45 	 978573.28
17251 	 -56.6435 	 -18.8555 	 111.26 	 978567.55
17252 	 -56.6117 	 -18.8173 	 111.92 	 978565.26
17253 	 -56.6431 	 -18.7781 	 112.69 	 978565.28
17254 	 -56.7339 	 -18.9661 	 108.25 	 978577.38
17255 	 -56.7592 	 -19.0069 	 107.11 	 978586.44
17256 	 -56.7986 	 -19.0547 	 106.09 	 978587.86
17257 	 -56.8214 	 -19.0984 	 104.08 	 978586.14
17258 	 -56.8463 	 -19.1425 	 103.67 	 978585.09
17259 	 -57.7717 	 -19.4683 	 101.4 	 978599.28
17260 	 -57.8747 	 -19.378 	 99.01 	 978596.08
17261 	 -57.9122 	 -19.429 	 96.91 	 978605.23
17262 	 -57.8665 	 -19.4209 	 122.25 	 978594.7
17263 	 -57.47 	 -19.0283 	 97.16 	 978579.2
17264 	 -55.5328 	 -23.29 	 501.0 	 978692.44
17265 	 -55.5518 	 -23.3093 	 537.32 	 978701.07
17266 	 -55.5316 	 -23.3408 	 538.98 	 978722.93
17267 	 -55.5094 	 -23.3675 	 514.82 	 978732.83
17268 	 -55.5206 	 -23.4174 	 463.76 	 978728.99
17269 	 -55.5399 	 -23.4421 	 445.08 	 978719.8
17270 	 -55.5424 	 -23.4712 	 433.28 	 978719.19
17271 	 -55.5594 	 -23.4854 	 435.05 	 978719.87
17272 	 -55.5382 	 -23.5425 	 434.24 	 978719.81
17273 	 -55.5388 	 -23.6009 	 415.61 	 978728.51
17274 	 -55.537 	 -23.6275 	 427.74 	 978726.36
17275 	 -55.4759 	 -23.628 	 388.01 	 978732.09
17276 	 -55.3924 	 -23.703 	 371.24 	 978741.69
17277 	 -55.3969 	 -23.7228 	 377.2 	 978743.27
17278 	 -55.3824 	 -23.7455 	 355.33 	 978748.46
17279 	 -55.36 	 -23.7722 	 382.76 	 978746.54
17280 	 -55.3447 	 -23.8106 	 372.62 	 978753.45
17281 	 -55.3655 	 -23.8254 	 394.41 	 978747.02
17282 	 -55.3904 	 -23.8297 	 402.4 	 978747.69
17283 	 -55.4067 	 -23.8578 	 413.07 	 978745.51
17284 	 -55.4238 	 -23.8784 	 421.02 	 978742.99
17285 	 -55.3956 	 -23.9226 	 410.62 	 978749.93
17286 	 -55.3703 	 -23.9216 	 346.94 	 978763.45
17287 	 -55.4261 	 -23.9185 	 418.94 	 978748.4
17288 	 -55.0724 	 -23.9817 	 421.79 	 978755.51
17289 	 -55.336 	 -23.9303 	 413.83 	 978750.9
17290 	 -55.3285 	 -23.9503 	 449.49 	 978741.97
17291 	 -55.3174 	 -23.9626 	 465.66 	 978737.81
17292 	 -55.2924 	 -23.9732 	 443.64 	 978745.17
17293 	 -55.2461 	 -23.9979 	 424.77 	 978750.57
17294 	 -55.2231 	 -24.0119 	 413.53 	 978754.89
17295 	 -55.2011 	 -23.997 	 422.91 	 978751.24
17296 	 -55.1817 	 -23.9875 	 432.46 	 978749.59
17297 	 -55.1561 	 -23.9832 	 427.89 	 978749.42
17298 	 -55.1105 	 -23.9654 	 431.2 	 978748.33
17299 	 -55.0984 	 -23.9711 	 413.74 	 978754.89
17300 	 -55.0521 	 -23.9833 	 416.0 	 978756.52
17301 	 -55.0103 	 -23.9657 	 409.51 	 978757.16
17302 	 -54.9854 	 -23.9628 	 420.93 	 978755.12
17303 	 -54.9615 	 -23.9657 	 381.77 	 978765.6
17304 	 -54.9396 	 -23.9629 	 416.05 	 978758.28
17305 	 -56.0475 	 -19.7239 	 146.12 	 978597.64
17306 	 -56.0619 	 -19.6503 	 143.11 	 978598.85
17307 	 -56.0931 	 -19.5897 	 138.04 	 978596.73
17308 	 -56.06 	 -19.4561 	 144.86 	 978586.12
17309 	 -56.0586 	 -19.3825 	 149.59 	 978582.87
17310 	 -55.9808 	 -19.9697 	 155.54 	 978603.23
17311 	 -56.7861 	 -18.9683 	 106.87 	 978583.88
17312 	 -57.8254 	 -19.3938 	 99.65 	 978592.78
17313 	 -57.8134 	 -19.4404 	 99.56 	 978600.52
17314 	 -55.3054 	 -23.1975 	 570.78 	 978666.13
17315 	 -55.3379 	 -23.1963 	 522.18 	 978679.02
17316 	 -54.3474 	 -23.8858 	 335.09 	 978751.91
17317 	 -57.2833 	 -19.3361 	 96.01 	 978600.04
17318 	 -57.2776 	 -19.3823 	 95.53 	 978603.16
17319 	 -57.3189 	 -19.4067 	 95.43 	 978610.5
17320 	 -57.3597 	 -19.431 	 97.58 	 978609.72
17321 	 -57.4108 	 -19.4525 	 98.27 	 978609.9
17322 	 -57.411 	 -19.5059 	 97.54 	 978616.5
17323 	 -57.4442 	 -19.5964 	 99.83 	 978607.54
17324 	 -57.4878 	 -19.6291 	 97.04 	 978608.85
17325 	 -57.4958 	 -19.6772 	 96.12 	 978593.88
17326 	 -57.5684 	 -19.7281 	 95.01 	 978584.17
17327 	 -57.6166 	 -19.7449 	 94.81 	 978609.86
17328 	 -57.6454 	 -19.7855 	 94.07 	 978610.07
17329 	 -57.6738 	 -19.8226 	 94.16 	 978600.63
17330 	 -57.7199 	 -19.8429 	 94.54 	 978609.27
17331 	 -57.7599 	 -19.8743 	 94.0 	 978614.35
17332 	 -57.2424 	 -19.2102 	 96.13 	 978591.01
17333 	 -57.2657 	 -19.1637 	 96.25 	 978591.23
17334 	 -57.294 	 -19.1179 	 96.79 	 978591.75
17335 	 -54.8303 	 -17.6178 	 404.63 	 978379.92
17336 	 -54.9456 	 -17.6625 	 481.29 	 978362.46
17337 	 -54.8594 	 -17.6656 	 393.96 	 978384.47
17338 	 -54.9764 	 -17.6375 	 157.49 	 978448.57
17339 	 -57.3321 	 -19.0893 	 96.92 	 978591.17
17340 	 -57.3459 	 -19.0413 	 97.12 	 978586.25
17341 	 -57.4272 	 -19.0005 	 96.94 	 978584.27
17342 	 -57.4319 	 -18.9522 	 99.32 	 978574.25
17343 	 -57.451 	 -18.9066 	 97.17 	 978570.17
17344 	 -57.4399 	 -18.8525 	 97.08 	 978572.06
17345 	 -57.4016 	 -18.8255 	 97.61 	 978569.8
17346 	 -57.3514 	 -18.8268 	 98.62 	 978577.59
17347 	 -57.3172 	 -18.8341 	 100.04 	 978568.8
17348 	 -57.2684 	 -18.8086 	 100.32 	 978562.07
17349 	 -56.8793 	 -18.6392 	 110.88 	 978566.9
17350 	 -56.8969 	 -18.6782 	 109.62 	 978567.51
17351 	 -57.0371 	 -18.7019 	 106.25 	 978554.08
17352 	 -57.0792 	 -18.7298 	 105.07 	 978558.4
17353 	 -57.1587 	 -18.7594 	 102.71 	 978564.82
17354 	 -57.1201 	 -18.7533 	 104.21 	 978562.45
17355 	 -56.8282 	 -18.6058 	 112.43 	 978563.37
17356 	 -56.7948 	 -18.6223 	 111.23 	 978561.85
17357 	 -56.7201 	 -18.6742 	 112.42 	 978564.85
17358 	 -56.6755 	 -18.6916 	 113.65 	 978566.15
17359 	 -56.6555 	 -18.6504 	 114.73 	 978562.86
17360 	 -56.6201 	 -18.6197 	 115.9 	 978557.6
17361 	 -56.5888 	 -18.5842 	 116.86 	 978553.98
17362 	 -56.5794 	 -18.5394 	 117.73 	 978547.88
17363 	 -56.6374 	 -18.464 	 118.28 	 978539.3
17364 	 -56.5349 	 -18.5633 	 118.58 	 978548.25
17365 	 -57.0255 	 -18.91 	 103.63 	 978567.17
17366 	 -57.0653 	 -18.9977 	 100.26 	 978574.26
17367 	 -57.0653 	 -19.0492 	 100.35 	 978578.07
17368 	 -56.9559 	 -18.8622 	 104.43 	 978568.64
17369 	 -54.8508 	 -19.0197 	 490.79 	 978450.04
17370 	 -54.9367 	 -19.21 	 437.16 	 978479.97
17371 	 -54.7583 	 -19.1653 	 611.06 	 978412.48
17372 	 -54.6797 	 -19.2372 	 695.49 	 978392.8
17373 	 -55.4389 	 -19.1886 	 134.55 	 978557.32
17374 	 -55.4425 	 -19.1233 	 142.63 	 978553.64
17375 	 -55.49 	 -19.1656 	 138.62 	 978558.25
17376 	 -55.5275 	 -19.2258 	 136.97 	 978561.92
17377 	 -55.5583 	 -19.2847 	 133.88 	 978565.5
17378 	 -55.6156 	 -19.3197 	 132.83 	 978561.33
17379 	 -55.6744 	 -19.3619 	 129.45 	 978574.3
17380 	 -55.6258 	 -19.2461 	 135.41 	 978563.21
17381 	 -55.5861 	 -19.1761 	 137.87 	 978559.98
17382 	 -55.2928 	 -19.4786 	 156.56 	 978556.93
17383 	 -55.2614 	 -19.4314 	 164.98 	 978546.2
17384 	 -55.4553 	 -19.675 	 123.66 	 978581.73
17385 	 -55.5117 	 -19.6572 	 121.98 	 978582.5
17386 	 -55.5661 	 -19.6361 	 121.3 	 978581.11
17387 	 -55.6233 	 -19.6333 	 120.67 	 978581.43
17388 	 -55.6183 	 -19.9853 	 150.59 	 978586.11
17389 	 -55.6589 	 -19.9464 	 140.71 	 978589.1
17390 	 -55.6869 	 -19.8953 	 137.06 	 978593.94
17391 	 -55.7192 	 -19.8497 	 133.37 	 978594.69
17392 	 -55.7547 	 -19.8058 	 128.6 	 978595.46
17393 	 -55.7764 	 -19.7547 	 124.78 	 978594.95
17394 	 -55.3878 	 -19.5211 	 132.17 	 978569.43
17395 	 -55.4308 	 -19.4936 	 133.73 	 978562.24
17396 	 -55.4808 	 -19.4531 	 130.92 	 978565.86
17397 	 -55.4867 	 -19.3975 	 132.37 	 978568.09
17398 	 -55.9411 	 -20.0806 	 161.88 	 978600.95
17399 	 -55.9186 	 -20.1381 	 164.11 	 978603.86
17400 	 -55.9361 	 -20.1881 	 165.93 	 978608.0
17401 	 -55.845 	 -20.2992 	 170.5 	 978611.07
17402 	 -55.8472 	 -20.3544 	 173.65 	 978612.2
17403 	 -55.8239 	 -20.4114 	 180.3 	 978611.9
17404 	 -56.0394 	 -19.8542 	 150.61 	 978603.88
17405 	 -56.2331 	 -19.4994 	 142.23 	 978594.63
17406 	 -56.2506 	 -19.5656 	 141.03 	 978598.15
17407 	 -56.2014 	 -19.6225 	 140.41 	 978600.15
17408 	 -56.1642 	 -19.6872 	 142.79 	 978602.37
17409 	 -56.1022 	 -19.7336 	 145.65 	 978597.41
17410 	 -56.0106 	 -19.5808 	 143.87 	 978592.89
17411 	 -55.9264 	 -19.5394 	 146.09 	 978588.89
17412 	 -55.9306 	 -19.9986 	 156.74 	 978602.1
17413 	 -56.6055 	 -18.5012 	 117.32 	 978544.3
17414 	 -57.0539 	 -18.9503 	 101.38 	 978571.64
17415 	 -56.9098 	 -18.85 	 105.57 	 978575.73
17416 	 -56.8665 	 -18.7286 	 107.66 	 978569.99
17417 	 -56.8133 	 -18.8392 	 108.19 	 978576.07
17418 	 -56.6715 	 -18.8954 	 110.38 	 978571.33
17419 	 -56.6648 	 -18.7367 	 113.14 	 978567.71
17420 	 -57.0978 	 -19.0892 	 99.56 	 978579.96
17421 	 -57.0356 	 -19.0625 	 99.36 	 978575.86
17422 	 -56.9833 	 -19.0192 	 101.58 	 978573.49
17423 	 -56.9856 	 -19.0911 	 101.86 	 978578.35
17424 	 -56.7958 	 -19.3261 	 103.92 	 978605.78
17425 	 -56.8156 	 -19.3764 	 103.15 	 978612.23
17426 	 -56.7233 	 -19.3328 	 105.22 	 978588.88
17427 	 -56.6831 	 -19.3847 	 105.39 	 978601.95
17428 	 -56.6294 	 -19.4256 	 107.89 	 978600.31
17429 	 -56.5633 	 -19.4342 	 108.74 	 978597.85
17430 	 -56.5033 	 -19.4617 	 110.99 	 978600.6
17431 	 -56.8492 	 -19.3389 	 102.86 	 978615.92
17432 	 -56.0522 	 -19.7906 	 148.72 	 978601.67
17433 	 -55.8914 	 -20.0481 	 158.92 	 978601.63
17434 	 -55.9583 	 -20.0258 	 158.88 	 978603.15
17435 	 -55.8736 	 -20.2497 	 170.09 	 978609.88
17436 	 -55.0361 	 -17.7475 	 158.52 	 978454.13
17437 	 -55.1392 	 -17.7283 	 152.38 	 978457.97
17438 	 -55.0914 	 -17.7442 	 154.61 	 978459.41
17439 	 -54.7086 	 -18.1358 	 454.93 	 978397.86
17440 	 -54.7631 	 -18.1525 	 454.46 	 978402.56
17441 	 -54.8181 	 -18.1789 	 434.43 	 978417.82
17442 	 -54.8378 	 -18.1686 	 417.07 	 978424.28
17443 	 -54.7728 	 -18.2133 	 445.24 	 978414.13
17444 	 -54.7725 	 -18.2756 	 417.28 	 978431.66
17445 	 -54.7758 	 -18.3469 	 322.9 	 978457.08
17446 	 -54.7531 	 -18.4064 	 438.32 	 978427.27
17447 	 -54.6872 	 -17.7453 	 501.54 	 978369.51
17448 	 -54.6303 	 -17.7158 	 475.86 	 978375.55
17449 	 -54.5536 	 -17.7206 	 543.91 	 978356.65
17450 	 -54.6178 	 -18.0028 	 240.44 	 978440.12
17451 	 -54.59 	 -18.0686 	 297.73 	 978431.46
17452 	 -54.8833 	 -18.7294 	 526.13 	 978436.52
17453 	 -54.9406 	 -18.6983 	 474.8 	 978447.25
17454 	 -54.9794 	 -18.7472 	 229.92 	 978499.4
17455 	 -55.0558 	 -18.805 	 183.27 	 978509.43
17456 	 -55.0447 	 -18.8603 	 201.16 	 978508.28
17457 	 -55.0967 	 -18.8961 	 179.64 	 978512.21
17458 	 -54.9244 	 -18.8422 	 521.57 	 978438.75
17459 	 -54.8792 	 -18.885 	 442.83 	 978452.04
17460 	 -54.7861 	 -18.4492 	 235.75 	 978478.22
17461 	 -54.8389 	 -18.4183 	 204.61 	 978490.71
17462 	 -54.9033 	 -18.4072 	 234.11 	 978481.51
17463 	 -54.9703 	 -18.3619 	 188.93 	 978485.57
17464 	 -55.0294 	 -18.3192 	 183.76 	 978484.71
17465 	 -55.0739 	 -18.2544 	 181.02 	 978477.73
17466 	 -54.6236 	 -18.4683 	 252.81 	 978464.19
17467 	 -54.6206 	 -18.4128 	 211.49 	 978468.16
17468 	 -54.5833 	 -18.3608 	 273.12 	 978446.9
17469 	 -54.5406 	 -18.3194 	 283.95 	 978438.48
17470 	 -54.7817 	 -18.5397 	 234.58 	 978481.16
17471 	 -54.84 	 -18.555 	 458.51 	 978437.91
17472 	 -54.8869 	 -18.52 	 414.09 	 978451.73
17473 	 -54.8869 	 -18.46 	 221.04 	 978483.3
17474 	 -54.9472 	 -18.4508 	 195.2 	 978486.95
17475 	 -55.325 	 -19.1456 	 143.7 	 978549.63
17476 	 -57.2559 	 -19.2992 	 95.68 	 978595.56
17477 	 -57.3053 	 -19.449 	 96.4 	 978611.27
17478 	 -57.4372 	 -19.548 	 97.22 	 978617.71
17479 	 -57.5471 	 -19.684 	 94.39 	 978599.76
17480 	 -55.2769 	 -19.1761 	 156.4 	 978546.95
17481 	 -55.3736 	 -19.1158 	 144.32 	 978551.49
17482 	 -55.4114 	 -19.0733 	 143.51 	 978550.17
17483 	 -55.4592 	 -19.0197 	 148.1 	 978548.7
17484 	 -55.4306 	 -18.9711 	 150.16 	 978545.81
17485 	 -55.3989 	 -18.9256 	 152.84 	 978542.46
17486 	 -55.3753 	 -18.9856 	 150.79 	 978544.68
17487 	 -55.3225 	 -18.9639 	 152.1 	 978539.84
17488 	 -55.2642 	 -18.9569 	 152.91 	 978536.29
17489 	 -55.2061 	 -18.9275 	 153.27 	 978530.95
17490 	 -55.3947 	 -19.1531 	 141.7 	 978554.26
17491 	 -54.7972 	 -18.0233 	 217.27 	 978458.1
17492 	 -55.0497 	 -18.3503 	 186.31 	 978481.84
17493 	 -54.9939 	 -18.8092 	 209.86 	 978505.7
17494 	 -54.9314 	 -18.7847 	 576.83 	 978426.98
17495 	 -54.7847 	 -18.9731 	 499.24 	 978447.79
17496 	 -55.1081 	 -19.1072 	 169.22 	 978534.94
17497 	 -54.9256 	 -17.8433 	 182.71 	 978447.53
17498 	 -54.7242 	 -17.9494 	 247.15 	 978439.3
17499 	 -57.5172 	 -19.016 	 97.63 	 978576.84
17500 	 -57.5648 	 -19.0071 	 98.05 	 978572.95
17501 	 -57.6117 	 -18.9977 	 98.83 	 978570.95
17502 	 -57.6581 	 -18.9971 	 104.07 	 978565.72
17503 	 -57.6674 	 -18.9469 	 98.78 	 978560.11
17504 	 -57.6734 	 -18.9027 	 98.76 	 978557.59
17505 	 -57.6625 	 -18.8604 	 99.15 	 978556.45
17506 	 -57.6119 	 -18.8488 	 101.19 	 978559.5
17507 	 -57.5912 	 -18.8081 	 101.84 	 978557.77
17508 	 -57.5714 	 -18.7445 	 99.81 	 978555.54
17509 	 -57.5328 	 -18.716 	 100.8 	 978555.88
17510 	 -57.5521 	 -18.6696 	 99.75 	 978554.32
17511 	 -57.5159 	 -18.6254 	 103.67 	 978550.02
17512 	 -57.5146 	 -18.58 	 103.31 	 978542.81
17513 	 -57.4836 	 -18.5496 	 99.81 	 978537.88
17514 	 -57.4633 	 -18.5038 	 100.07 	 978534.85
17515 	 -57.4074 	 -18.49 	 102.62 	 978533.52
17516 	 -57.3665 	 -18.5335 	 100.72 	 978540.65
17517 	 -57.3233 	 -18.4918 	 99.72 	 978536.24
17518 	 -57.3606 	 -18.4456 	 102.65 	 978530.75
17519 	 -57.3893 	 -18.404 	 99.95 	 978524.47
17520 	 -57.3555 	 -18.3679 	 100.14 	 978518.65
17521 	 -57.3756 	 -18.3183 	 100.26 	 978513.55
17522 	 -57.4015 	 -18.2805 	 100.14 	 978512.32
17523 	 -57.4004 	 -18.2357 	 102.82 	 978509.85
17524 	 -57.393 	 -18.1854 	 101.15 	 978510.76
17525 	 -57.3696 	 -18.1582 	 103.53 	 978505.09
17526 	 -54.6889 	 -17.625 	 489.15 	 978366.29
17527 	 -54.6333 	 -17.6028 	 534.39 	 978353.5
17528 	 -54.5736 	 -17.5778 	 594.88 	 978338.45
17529 	 -54.4886 	 -17.6539 	 640.54 	 978326.16
17530 	 -54.4339 	 -17.6792 	 584.01 	 978335.68
17531 	 -54.3817 	 -17.7103 	 558.39 	 978336.04
17532 	 -54.7986 	 -17.7739 	 453.87 	 978382.54
17533 	 -54.8589 	 -17.7589 	 255.08 	 978421.03
17534 	 -54.9164 	 -17.7794 	 178.32 	 978440.48
17535 	 -54.9314 	 -17.9147 	 171.42 	 978455.4
17536 	 -54.9392 	 -17.7169 	 184.86 	 978439.2
17537 	 -54.9803 	 -17.7819 	 161.99 	 978456.17
17538 	 -55.0236 	 -18.4461 	 189.99 	 978483.53
17539 	 -55.0194 	 -18.3917 	 188.86 	 978481.59
17540 	 -55.0781 	 -18.3089 	 183.8 	 978476.06
17541 	 -54.8247 	 -18.9803 	 492.28 	 978442.29
17542 	 -54.8097 	 -19.0456 	 408.99 	 978458.72
17543 	 -54.7708 	 -19.1042 	 476.01 	 978439.38
17544 	 -54.7442 	 -19.2214 	 709.13 	 978391.56
17545 	 -54.7378 	 -19.2764 	 713.99 	 978394.23
17546 	 -54.8028 	 -19.2497 	 538.09 	 978439.73
17547 	 -54.6364 	 -19.2919 	 694.77 	 978393.46
17548 	 -54.9028 	 -19.0453 	 452.11 	 978460.4
17549 	 -54.9222 	 -19.1003 	 440.25 	 978473.29
17550 	 -54.9175 	 -19.1547 	 429.12 	 978478.95
17551 	 -54.9022 	 -18.9397 	 371.77 	 978469.53
17552 	 -54.9875 	 -19.025 	 609.26 	 978430.79
17553 	 -55.02 	 -19.0794 	 428.66 	 978475.72
17554 	 -55.0519 	 -19.1258 	 377.4 	 978493.55
17555 	 -55.1358 	 -19.1606 	 165.94 	 978537.22
17556 	 -55.1422 	 -19.2106 	 181.75 	 978535.51
17557 	 -55.1494 	 -19.2594 	 200.93 	 978533.52
17558 	 -55.2017 	 -19.2683 	 153.35 	 978543.99
17559 	 -55.2375 	 -19.2144 	 148.95 	 978544.31
17560 	 -56.0608 	 -19.5283 	 143.21 	 978591.96
17561 	 -51.1175 	 -19.7805 	 412.54 	 978465.36
17562 	 -51.1148 	 -19.8091 	 368.92 	 978477.88
17563 	 -51.1131 	 -19.8278 	 394.04 	 978474.56
17564 	 -51.1261 	 -19.8681 	 426.73 	 978467.74
17565 	 -51.1416 	 -19.898 	 443.62 	 978465.6
17566 	 -51.1117 	 -19.9409 	 429.04 	 978471.49
17567 	 -51.1097 	 -19.9663 	 405.41 	 978478.47
17568 	 -54.7417 	 -17.5456 	 461.42 	 978365.43
17569 	 -54.745 	 -17.6128 	 448.08 	 978370.19
17570 	 -54.7542 	 -17.7492 	 467.99 	 978379.8
17571 	 -54.735 	 -17.8089 	 509.02 	 978371.68
17572 	 -54.6294 	 -17.8603 	 252.5 	 978430.52
17573 	 -54.9644 	 -18.0447 	 174.33 	 978472.62
17574 	 -54.9042 	 -18.0447 	 179.55 	 978469.33
17575 	 -54.8472 	 -18.0453 	 191.24 	 978465.09
17576 	 -54.7631 	 -17.9872 	 224.25 	 978452.49
17577 	 -54.5934 	 -19.3541 	 651.37 	 978405.29
17578 	 -54.3558 	 -19.747 	 654.67 	 978423.12
17579 	 -54.4386 	 -20.1535 	 629.1 	 978456.52
17580 	 -54.4814 	 -20.2478 	 726.35 	 978442.33
17581 	 -53.1517 	 -20.4163 	 361.96 	 978496.27
17582 	 -56.46 	 -18.3959 	 123.95 	 978520.53
17583 	 -51.1704 	 -20.1089 	 377.49 	 978491.34
17584 	 -51.129 	 -20.0752 	 399.84 	 978484.28
17585 	 -51.1486 	 -20.0912 	 405.08 	 978484.07
17586 	 -51.2099 	 -20.1691 	 362.39 	 978494.86
17587 	 -51.2273 	 -20.1891 	 379.18 	 978492.42
17588 	 -51.2479 	 -20.2005 	 380.83 	 978493.79
17589 	 -51.2808 	 -20.2024 	 393.06 	 978495.55
17590 	 -51.3086 	 -20.2036 	 389.27 	 978497.61
17591 	 -51.3244 	 -20.2164 	 376.39 	 978502.96
17592 	 -51.3393 	 -20.2392 	 376.33 	 978506.36
17593 	 -51.3979 	 -20.3662 	 325.16 	 978528.29
17594 	 -51.4144 	 -20.3588 	 338.4 	 978524.84
17595 	 -51.4139 	 -20.3365 	 377.99 	 978514.65
17596 	 -51.4197 	 -20.3082 	 340.8 	 978520.01
17597 	 -51.3664 	 -20.2523 	 358.22 	 978511.47
17598 	 -51.3912 	 -20.2615 	 334.51 	 978516.25
17599 	 -51.4091 	 -20.2802 	 336.62 	 978517.68
17600 	 -51.4155 	 -20.3665 	 340.85 	 978524.99
17601 	 -54.915 	 -17.6283 	 287.85 	 978410.23
17602 	 -54.7469 	 -17.6764 	 484.36 	 978369.09
17603 	 -54.6897 	 -17.8556 	 343.48 	 978407.96
17604 	 -54.5375 	 -17.6258 	 626.55 	 978333.61
17605 	 -54.3217 	 -17.7061 	 602.36 	 978320.82
17606 	 -51.1958 	 -20.136 	 369.04 	 978493.64
17607 	 -51.7391 	 -19.1158 	 479.18 	 978411.45
17608 	 -51.7249 	 -19.1131 	 453.0 	 978417.52
17609 	 -51.6513 	 -19.1574 	 453.13 	 978421.74
17610 	 -51.6787 	 -19.1454 	 476.58 	 978414.43
17611 	 -51.6996 	 -19.1361 	 472.23 	 978415.48
17612 	 -51.5184 	 -20.4749 	 358.31 	 978529.05
17613 	 -51.4842 	 -20.4263 	 320.72 	 978532.49
17614 	 -51.4628 	 -20.3959 	 339.22 	 978526.64
17615 	 -51.6062 	 -20.5768 	 304.1 	 978547.15
17616 	 -51.5959 	 -20.5544 	 327.99 	 978540.97
17617 	 -51.5841 	 -20.5283 	 327.01 	 978541.03
17618 	 -51.5717 	 -20.5001 	 315.02 	 978542.41
17619 	 -51.5431 	 -20.4906 	 341.25 	 978535.27
17620 	 -51.6924 	 -20.7624 	 315.66 	 978553.72
17621 	 -51.7169 	 -20.7469 	 340.29 	 978546.64
17622 	 -51.7432 	 -20.7269 	 327.32 	 978547.52
17623 	 -51.759 	 -20.7014 	 297.61 	 978552.84
17624 	 -51.7759 	 -20.6784 	 319.4 	 978546.99
17625 	 -51.7788 	 -20.6436 	 284.0 	 978554.74
17626 	 -51.7509 	 -20.6379 	 338.8 	 978541.8
17627 	 -51.7213 	 -20.629 	 346.49 	 978540.74
17628 	 -51.6878 	 -20.6182 	 360.88 	 978536.83
17629 	 -51.6644 	 -20.6108 	 367.32 	 978536.2
17630 	 -51.6372 	 -20.6018 	 324.62 	 978543.43
17631 	 -51.5495 	 -19.2028 	 442.39 	 978421.62
17632 	 -51.5343 	 -19.211 	 476.57 	 978413.2
17633 	 -51.5193 	 -19.2315 	 436.83 	 978423.94
17634 	 -51.5081 	 -19.2513 	 486.85 	 978414.79
17635 	 -51.4911 	 -19.2718 	 510.19 	 978411.34
17636 	 -51.4621 	 -19.2927 	 504.61 	 978414.43
17637 	 -51.4429 	 -19.3071 	 483.48 	 978419.84
17638 	 -51.4386 	 -19.3317 	 488.32 	 978419.98
17639 	 -51.4424 	 -19.3778 	 513.61 	 978417.37
17640 	 -51.3709 	 -19.4301 	 456.84 	 978429.49
17641 	 -51.3227 	 -19.4698 	 454.23 	 978431.08
17642 	 -51.2724 	 -19.5236 	 363.4 	 978455.19
17643 	 -51.2552 	 -19.5495 	 396.87 	 978449.66
17644 	 -51.2393 	 -19.5709 	 401.33 	 978449.08
