INDEX 	 LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
50 	 -67.4078 	 -9.9456 	 173.8 	 978167.63
51 	 -67.3342 	 -9.9433 	 176.81 	 978169.16
52 	 -67.2678 	 -9.9428 	 197.04 	 978168.82
53 	 -67.1858 	 -10.0389 	 188.27 	 978160.98
54 	 -67.1514 	 -10.1017 	 174.52 	 978152.5
55 	 -67.3689 	 -9.7828 	 208.36 	 978175.95
56 	 -67.3447 	 -9.7194 	 203.42 	 978177.09
57 	 -67.3264 	 -9.6489 	 202.63 	 978177.23
58 	 -68.3297 	 -9.5342 	 203.16 	 978148.12
59 	 -68.3583 	 -9.4869 	 180.26 	 978149.9
60 	 -68.4028 	 -9.4369 	 218.11 	 978140.04
61 	 -68.4639 	 -9.3883 	 260.52 	 978129.64
62 	 -68.4733 	 -9.3303 	 225.58 	 978133.5
63 	 -68.5131 	 -9.2722 	 215.24 	 978135.73
64 	 -68.5333 	 -9.2153 	 183.9 	 978141.13
65 	 -68.575 	 -9.1606 	 184.2 	 978139.09
66 	 -68.6136 	 -9.1089 	 176.88 	 978138.48
67 	 -67.5364 	 -10.1197 	 188.91 	 978154.93
68 	 -68.2717 	 -9.5836 	 211.4 	 978148.55
69 	 -67.6086 	 -10.0956 	 227.04 	 978137.63
70 	 -67.3306 	 -10.1747 	 188.51 	 978151.79
71 	 -67.2872 	 -10.225 	 183.86 	 978145.56
72 	 -67.2442 	 -10.2758 	 170.56 	 978153.02
73 	 -67.1636 	 -10.1697 	 222.53 	 978147.28
74 	 -67.1117 	 -10.1036 	 185.95 	 978157.12
75 	 -67.0389 	 -10.0525 	 184.77 	 978174.83
76 	 -67.0294 	 -9.9822 	 188.89 	 978177.72
77 	 -67.6694 	 -10.1036 	 229.98 	 978136.01
78 	 -68.3669 	 -10.6919 	 249.51 	 978168.99
79 	 -68.2303 	 -10.6806 	 241.62 	 978175.6
80 	 -68.1561 	 -10.7022 	 265.04 	 978178.95
81 	 -68.1225 	 -10.6831 	 236.86 	 978185.52
82 	 -67.1239 	 -9.9694 	 189.74 	 978172.43
83 	 -67.5194 	 -10.0239 	 194.98 	 978140.04
84 	 -67.5008 	 -10.0175 	 213.15 	 978138.18
85 	 -67.4961 	 -9.9725 	 208.81 	 978150.82
86 	 -68.4389 	 -10.7625 	 261.4 	 978178.16
87 	 -68.4306 	 -10.725 	 259.14 	 978173.9
88 	 -68.6419 	 -11.1269 	 303.92 	 978153.02
89 	 -68.6039 	 -11.1144 	 269.44 	 978152.76
90 	 -68.5783 	 -11.0978 	 297.73 	 978144.56
91 	 -68.5458 	 -11.05 	 301.05 	 978136.05
92 	 -68.5622 	 -11.0186 	 300.18 	 978137.75
93 	 -68.5583 	 -10.9581 	 295.78 	 978144.99
94 	 -68.5397 	 -10.9067 	 258.72 	 978153.24
95 	 -68.7875 	 -10.9464 	 281.15 	 978162.4
96 	 -68.7797 	 -10.8817 	 301.59 	 978145.99
97 	 -68.7875 	 -10.8289 	 297.23 	 978135.51
98 	 -68.8267 	 -10.9417 	 300.13 	 978160.71
99 	 -68.8297 	 -10.8669 	 262.63 	 978156.17
100 	 -68.8106 	 -10.8292 	 276.24 	 978142.9
101 	 -68.9467 	 -10.9483 	 278.74 	 978169.98
102 	 -68.9297 	 -10.9858 	 272.62 	 978173.1
103 	 -68.8858 	 -10.9689 	 269.25 	 978172.81
104 	 -67.0569 	 -9.9447 	 188.11 	 978174.48
105 	 -67.6686 	 -10.0136 	 204.53 	 978132.67
106 	 -67.1969 	 -10.2422 	 182.72 	 978154.05
107 	 -67.7917 	 -10.6033 	 247.09 	 978181.64
108 	 -67.63 	 -9.9775 	 212.46 	 978135.01
109 	 -67.9364 	 -9.7975 	 207.84 	 978144.82
110 	 -69.0942 	 -10.8514 	 300.72 	 978163.74
111 	 -67.3803 	 -10.1347 	 205.9 	 978149.94
112 	 -68.0933 	 -10.6553 	 253.41 	 978179.68
113 	 -67.6092 	 -10.3533 	 243.25 	 978167.97
114 	 -67.2453 	 -9.9742 	 203.2 	 978166.42
115 	 -67.6883 	 -10.3503 	 242.64 	 978164.33
116 	 -67.88 	 -10.5847 	 247.16 	 978186.67
117 	 -67.8472 	 -9.9161 	 188.83 	 978142.67
118 	 -67.7439 	 -9.6925 	 183.51 	 978167.02
119 	 -67.9264 	 -9.7425 	 205.62 	 978150.92
120 	 -68.8525 	 -10.9414 	 295.42 	 978163.99
121 	 -69.0381 	 -10.8969 	 315.23 	 978161.15
122 	 -67.7939 	 -10.0956 	 180.82 	 978149.28
123 	 -67.6178 	 -10.2028 	 196.95 	 978163.64
124 	 -67.7092 	 -9.7506 	 233.64 	 978152.44
125 	 -67.67 	 -9.655 	 185.17 	 978175.57
126 	 -67.7833 	 -9.6331 	 184.14 	 978171.4
127 	 -67.7544 	 -10.1022 	 209.86 	 978143.65
128 	 -67.5525 	 -10.3306 	 226.97 	 978167.54
129 	 -67.2922 	 -10.3022 	 175.84 	 978157.49
130 	 -67.5917 	 -10.0625 	 221.63 	 978129.33
131 	 -67.3236 	 -10.0603 	 234.84 	 978141.73
132 	 -67.0589 	 -9.9461 	 195.0 	 978173.61
133 	 -67.7858 	 -10.1019 	 215.97 	 978140.32
134 	 -67.4208 	 -10.0964 	 223.33 	 978142.75
135 	 -67.3781 	 -9.9744 	 180.87 	 978162.22
136 	 -67.6575 	 -10.2661 	 197.89 	 978171.64
137 	 -67.6117 	 -10.3031 	 194.58 	 978174.71
138 	 -67.4878 	 -10.3325 	 213.16 	 978172.44
139 	 -67.42 	 -10.3325 	 201.47 	 978169.01
140 	 -67.3564 	 -10.3128 	 191.93 	 978160.12
141 	 -67.5372 	 -10.0811 	 179.54 	 978145.01
142 	 -67.4611 	 -10.1103 	 212.94 	 978147.39
143 	 -67.375 	 -10.085 	 202.97 	 978150.95
144 	 -67.28 	 -10.0392 	 214.25 	 978149.4
145 	 -67.1919 	 -9.9989 	 207.08 	 978165.3
146 	 -67.8786 	 -9.9389 	 173.78 	 978152.22
147 	 -67.9033 	 -9.8814 	 207.21 	 978144.15
148 	 -67.9622 	 -9.8336 	 233.63 	 978135.56
149 	 -68.005 	 -9.7992 	 207.81 	 978145.06
150 	 -68.0622 	 -9.7631 	 188.02 	 978151.0
151 	 -68.1467 	 -9.7217 	 181.68 	 978158.29
152 	 -68.1969 	 -9.6831 	 207.52 	 978153.93
153 	 -68.2261 	 -9.6328 	 225.23 	 978151.98
154 	 -67.5208 	 -10.1867 	 196.55 	 978161.83
155 	 -67.3761 	 -10.1361 	 215.58 	 978148.09
156 	 -67.3258 	 -10.1803 	 193.76 	 978150.79
157 	 -67.4006 	 -10.1686 	 206.59 	 978151.19
158 	 -67.3583 	 -10.0286 	 206.61 	 978150.02
159 	 -37.118 	 -9.7955 	 195.85 	 978111.34
160 	 -37.0422 	 -9.3756 	 241.66 	 978080.82
161 	 -37.1259 	 -9.4557 	 245.14 	 978079.77
162 	 -37.122 	 -9.542 	 143.11 	 978108.13
163 	 -37.1248 	 -9.6238 	 153.16 	 978117.92
164 	 -37.0466 	 -9.6241 	 187.86 	 978113.54
165 	 -37.0464 	 -9.5423 	 210.01 	 978102.01
166 	 -37.0413 	 -9.4582 	 244.61 	 978084.17
167 	 -36.7082 	 -10.2083 	 89.45 	 978150.83
168 	 -36.7107 	 -10.1254 	 110.82 	 978152.56
169 	 -36.7078 	 -10.0408 	 238.65 	 978128.47
170 	 -36.7953 	 -10.0372 	 130.33 	 978147.66
171 	 -36.7935 	 -9.9583 	 169.23 	 978139.32
172 	 -35.2225 	 -9.0128 	 -1.76 	 978175.11
173 	 -35.4444 	 -9.0661 	 16.94 	 978144.6
174 	 -35.4858 	 -9.0892 	 63.64 	 978131.97
175 	 -35.5344 	 -9.1566 	 7.87 	 978151.07
176 	 -35.5122 	 -9.2203 	 2.79 	 978143.36
177 	 -35.4889 	 -9.2414 	 -3.35 	 978140.59
178 	 -35.5554 	 -9.2866 	 -0.56 	 978148.66
179 	 -35.5617 	 -9.3194 	 -3.69 	 978141.97
180 	 -35.5328 	 -9.3815 	 40.01 	 978122.13
181 	 -35.5244 	 -9.4369 	 -4.99 	 978140.24
182 	 -35.331 	 -9.0647 	 37.41 	 978148.57
183 	 -35.286 	 -9.0167 	 -0.26 	 978170.27
184 	 -35.1792 	 -8.9586 	 -1.63 	 978188.81
185 	 -36.5134 	 -9.9937 	 149.9 	 978144.18
186 	 -36.5636 	 -10.1996 	 89.91 	 978161.06
187 	 -36.5371 	 -10.1359 	 132.78 	 978150.78
188 	 -36.5224 	 -10.066 	 130.42 	 978154.43
189 	 -36.4145 	 -9.8962 	 175.96 	 978158.13
190 	 -36.3459 	 -9.9088 	 135.08 	 978164.91
191 	 -36.2773 	 -9.8998 	 126.67 	 978154.73
192 	 -36.2204 	 -9.9044 	 108.48 	 978158.14
193 	 -36.1415 	 -9.894 	 23.09 	 978162.83
194 	 -36.133 	 -9.8363 	 99.39 	 978138.41
195 	 -36.0569 	 -9.7346 	 103.78 	 978126.09
196 	 -36.0331 	 -9.7011 	 5.26 	 978145.18
197 	 -36.0294 	 -9.6335 	 108.63 	 978135.5
198 	 -35.995 	 -9.5863 	 77.64 	 978150.75
199 	 -35.9547 	 -9.6067 	 4.85 	 978148.78
200 	 -35.8806 	 -9.5878 	 97.13 	 978120.71
201 	 -35.8247 	 -9.5733 	 -3.3 	 978143.83
202 	 -35.7611 	 -9.6215 	 -7.53 	 978140.22
203 	 -35.6976 	 -9.6348 	 -4.04 	 978147.91
204 	 -35.6564 	 -9.5767 	 -1.67 	 978145.33
205 	 -35.5644 	 -9.4733 	 -2.43 	 978138.73
206 	 -36.554 	 -10.2664 	 63.29 	 978164.24
207 	 -36.7917 	 -9.6246 	 210.2 	 978117.67
208 	 -36.6043 	 -9.6196 	 201.71 	 978129.5
209 	 -36.5389 	 -9.6281 	 274.98 	 978123.03
210 	 -36.5419 	 -9.5421 	 235.35 	 978129.89
211 	 -36.709 	 -9.4588 	 288.86 	 978099.32
212 	 -36.7092 	 -9.5388 	 252.63 	 978107.66
213 	 -36.959 	 -9.9577 	 97.09 	 978150.95
214 	 -36.8752 	 -9.9572 	 234.34 	 978122.36
215 	 -36.874 	 -9.8766 	 169.23 	 978129.0
216 	 -36.8719 	 -9.7972 	 199.52 	 978119.59
217 	 -36.7921 	 -9.7916 	 272.91 	 978110.18
218 	 -36.7984 	 -9.8712 	 221.27 	 978123.47
219 	 -36.7078 	 -9.7907 	 244.33 	 978123.02
220 	 -37.711 	 -9.623 	 131.53 	 978106.54
221 	 -37.6952 	 -9.5469 	 178.74 	 978094.38
222 	 -37.7141 	 -9.4574 	 242.92 	 978080.15
223 	 -37.7953 	 -9.4548 	 279.36 	 978070.63
224 	 -37.8741 	 -9.3849 	 248.17 	 978082.17
225 	 -37.8224 	 -9.3701 	 260.69 	 978080.02
226 	 -37.6252 	 -9.4632 	 216.56 	 978083.4
227 	 -37.6196 	 -9.5421 	 215.37 	 978088.12
228 	 -37.6284 	 -9.6235 	 170.35 	 978096.86
229 	 -37.7108 	 -9.3757 	 252.97 	 978082.08
230 	 -37.7085 	 -9.288 	 279.14 	 978078.49
231 	 -37.7077 	 -9.2066 	 359.84 	 978154.97
232 	 -37.7974 	 -9.2918 	 342.76 	 978061.48
233 	 -37.9475 	 -9.2122 	 624.36 	 977994.67
234 	 -37.957 	 -9.1206 	 301.72 	 978052.66
235 	 -37.5303 	 -9.5328 	 207.35 	 978088.82
236 	 -37.4613 	 -9.538 	 225.25 	 978085.35
237 	 -37.3756 	 -9.5429 	 277.35 	 978075.94
238 	 -37.369 	 -9.4593 	 386.09 	 978049.88
239 	 -37.2089 	 -9.6249 	 148.96 	 978115.47
240 	 -37.5407 	 -9.6281 	 188.31 	 978094.88
241 	 -37.5397 	 -9.7044 	 170.88 	 978099.92
242 	 -37.4598 	 -9.7082 	 45.42 	 978124.95
243 	 -37.381 	 -9.7008 	 137.45 	 978109.04
244 	 -37.3752 	 -9.6273 	 204.72 	 978090.19
245 	 -37.5421 	 -9.46 	 278.03 	 978074.67
246 	 -37.5429 	 -9.3751 	 301.77 	 978067.92
247 	 -37.5395 	 -9.2899 	 284.06 	 978075.71
248 	 -37.6212 	 -9.2101 	 262.59 	 978078.32
249 	 -37.6237 	 -9.2938 	 257.01 	 978082.37
250 	 -37.6249 	 -9.3721 	 245.56 	 978080.88
251 	 -37.3736 	 -9.3736 	 319.43 	 978063.44
252 	 -37.4584 	 -9.3717 	 297.85 	 978067.96
253 	 -37.4575 	 -9.4581 	 224.93 	 978083.76
254 	 -37.4576 	 -9.6249 	 152.99 	 978100.18
255 	 -37.2885 	 -9.7107 	 112.85 	 978124.28
256 	 -37.215 	 -9.7125 	 97.37 	 978128.6
257 	 -37.2947 	 -9.6349 	 200.16 	 978096.37
258 	 -37.2949 	 -9.4604 	 343.73 	 978059.17
259 	 -37.2143 	 -9.4583 	 227.55 	 978080.74
260 	 -37.2083 	 -9.5398 	 201.28 	 978090.85
261 	 -36.7083 	 -9.7082 	 256.59 	 978114.79
262 	 -36.7917 	 -9.7073 	 258.83 	 978108.92
263 	 -36.8755 	 -9.7078 	 210.45 	 978113.95
264 	 -36.879 	 -9.631 	 167.73 	 978121.73
265 	 -36.9577 	 -9.6255 	 158.27 	 978119.71
266 	 -37.2895 	 -9.7927 	 25.9 	 978142.16
267 	 -37.2171 	 -9.7866 	 184.61 	 978110.34
268 	 -37.0413 	 -9.7075 	 182.88 	 978114.09
269 	 -37.2064 	 -9.8752 	 154.37 	 978127.12
270 	 -37.1259 	 -9.8697 	 109.03 	 978135.08
271 	 -36.1214 	 -9.1169 	 149.73 	 978107.38
272 	 -37.4605 	 -9.127 	 358.49 	 978046.36
273 	 -37.4573 	 -9.0392 	 408.51 	 978036.53
274 	 -37.5416 	 -9.0436 	 397.35 	 978036.0
275 	 -37.2891 	 -9.2111 	 320.86 	 978060.07
276 	 -37.3754 	 -9.208 	 343.86 	 978060.18
277 	 -37.1229 	 -9.2918 	 385.84 	 978045.16
278 	 -37.2037 	 -9.2926 	 374.53 	 978051.72
279 	 -37.375 	 -9.125 	 392.51 	 978041.58
280 	 -37.375 	 -9.0428 	 397.03 	 978042.12
281 	 -37.2942 	 -9.1261 	 358.1 	 978049.47
282 	 -36.8767 	 -9.2937 	 311.45 	 978068.82
283 	 -36.793 	 -9.2954 	 284.56 	 978083.97
284 	 -36.7012 	 -9.2987 	 658.85 	 978014.79
285 	 -36.6205 	 -9.8752 	 228.97 	 978137.16
286 	 -36.54 	 -9.876 	 193.5 	 978148.8
287 	 -36.5439 	 -9.7929 	 233.49 	 978144.11
288 	 -36.4602 	 -9.7922 	 158.53 	 978163.7
289 	 -36.3754 	 -9.7899 	 168.34 	 978165.43
290 	 -36.5401 	 -9.71 	 190.68 	 978147.2
291 	 -36.4575 	 -9.6235 	 271.31 	 978131.15
292 	 -36.3758 	 -9.7091 	 197.36 	 978156.47
293 	 -36.4586 	 -9.7089 	 220.5 	 978147.15
294 	 -36.4571 	 -9.5417 	 469.5 	 978080.36
295 	 -36.4557 	 -9.4475 	 439.54 	 978075.64
296 	 -36.3757 	 -9.6251 	 237.27 	 978139.67
297 	 -36.3079 	 -9.5468 	 375.27 	 978096.59
298 	 -36.3778 	 -9.5388 	 172.19 	 978140.49
299 	 -36.2907 	 -9.6174 	 272.64 	 978129.96
300 	 -36.1978 	 -9.4465 	 124.48 	 978136.46
301 	 -36.543 	 -9.2926 	 498.22 	 978049.67
302 	 -36.4615 	 -9.3859 	 473.02 	 978060.03
303 	 -36.375 	 -9.3742 	 283.06 	 978099.27
304 	 -36.2862 	 -9.3672 	 256.39 	 978103.51
305 	 -36.2107 	 -9.3677 	 197.19 	 978116.25
306 	 -36.1216 	 -9.5414 	 89.35 	 978149.02
307 	 -36.198 	 -9.5406 	 286.35 	 978109.51
308 	 -36.1254 	 -9.3726 	 97.05 	 978140.64
309 	 -36.2889 	 -9.2866 	 443.43 	 978056.38
310 	 -36.2922 	 -9.2042 	 522.06 	 978032.65
311 	 -35.7056 	 -9.2906 	 112.68 	 978155.46
312 	 -35.7088 	 -9.2071 	 95.6 	 978153.38
313 	 -35.7919 	 -9.3738 	 136.08 	 978148.18
314 	 -35.875 	 -9.375 	 65.7 	 978162.84
315 	 -35.9606 	 -9.2915 	 81.26 	 978151.88
316 	 -36.1242 	 -9.4585 	 161.06 	 978131.72
317 	 -36.3669 	 -9.4547 	 561.5 	 978047.29
318 	 -36.3107 	 -9.4756 	 327.16 	 978098.42
319 	 -36.2332 	 -9.2879 	 361.5 	 978074.65
320 	 -36.0444 	 -9.3697 	 134.26 	 978138.96
321 	 -36.0419 	 -9.2908 	 189.83 	 978122.07
322 	 -36.9624 	 -9.4518 	 234.64 	 978091.86
323 	 -37.1251 	 -9.7086 	 97.83 	 978128.52
324 	 -37.0434 	 -9.7928 	 123.99 	 978126.8
325 	 -37.0419 	 -9.8761 	 108.37 	 978136.04
326 	 -36.9728 	 -9.8695 	 14.02 	 978152.29
327 	 -36.9568 	 -9.792 	 293.71 	 978096.43
328 	 -36.959 	 -9.709 	 150.34 	 978121.64
329 	 -36.9602 	 -9.5418 	 213.04 	 978107.0
330 	 -36.8747 	 -9.5414 	 185.53 	 978112.78
331 	 -36.874 	 -9.4539 	 235.75 	 978097.34
332 	 -36.7985 	 -9.4589 	 242.64 	 978100.31
333 	 -36.7913 	 -9.5384 	 230.01 	 978108.93
334 	 -35.3662 	 -9.0645 	 7.79 	 978157.24
335 	 -35.3364 	 -9.143 	 1.72 	 978142.18
336 	 -35.9586 	 -8.9581 	 335.69 	 978071.82
337 	 -35.9577 	 -9.0338 	 528.53 	 978034.99
338 	 -35.8775 	 -9.0469 	 425.93 	 978056.4
339 	 -35.8778 	 -8.9556 	 471.89 	 978048.0
340 	 -35.7974 	 -8.9586 	 426.81 	 978054.59
341 	 -35.622 	 -8.9572 	 106.62 	 978135.43
342 	 -35.7902 	 -8.8747 	 314.8 	 978082.11
343 	 -35.5416 	 -8.8755 	 156.67 	 978125.66
344 	 -35.4586 	 -8.8735 	 90.19 	 978144.07
345 	 -35.8743 	 -8.875 	 487.04 	 978041.79
346 	 -36.0409 	 -8.958 	 441.06 	 978047.68
347 	 -36.0418 	 -9.0421 	 327.59 	 978073.28
348 	 -36.2132 	 -9.1996 	 372.4 	 978066.69
349 	 -36.2091 	 -9.1276 	 449.07 	 978041.09
350 	 -36.1242 	 -8.9575 	 542.16 	 978023.75
351 	 -36.1219 	 -9.0439 	 275.28 	 978076.94
352 	 -36.1394 	 -9.3094 	 114.66 	 978129.49
353 	 -35.9592 	 -9.3744 	 159.97 	 978139.18
354 	 -35.9558 	 -9.2144 	 150.56 	 978124.76
355 	 -35.9549 	 -9.1212 	 333.77 	 978078.38
356 	 -35.878 	 -9.1262 	 181.46 	 978111.38
357 	 -36.1238 	 -9.2088 	 136.1 	 978116.34
358 	 -36.0411 	 -9.2137 	 168.92 	 978115.13
359 	 -36.0398 	 -9.126 	 137.22 	 978115.04
360 	 -36.09669 	 -9.778418 	 -1.105 	 978153.53
361 	 -35.34953 	 -9.231902 	 -4.021 	 978141.47
362 	 -35.45369 	 -9.279924 	 -4.08 	 978138.58
363 	 -35.77932 	 -9.556829 	 78.985 	 978122.52
364 	 -35.7188 	 -9.676141 	 -5.777 	 978150.86
365 	 -35.17401 	 -8.942877 	 -1.124 	 978189.45
366 	 -35.39146 	 -9.049049 	 0.852 	 978157.16
367 	 -63.125 	 -4.0547 	 20.11 	 978000.47
368 	 -63.0825 	 -4.0728 	 20.11 	 977999.37
369 	 -63.0278 	 -4.0578 	 18.96 	 978000.05
370 	 -60.0264 	 -2.0497 	 50.33 	 978013.96
371 	 -66.9933 	 -0.1525 	 82.59 	 978012.05
372 	 -66.4072 	 -0.4225 	 56.22 	 978017.81
373 	 -65.3955 	 -0.334 	 47.18 	 978022.65
374 	 -64.5608 	 -0.4081 	 39.88 	 978033.11
375 	 -63.9964 	 -0.3836 	 27.53 	 978039.4
376 	 -60.4933 	 -0.9867 	 51.84 	 978029.81
377 	 -60.5058 	 -0.9419 	 52.98 	 978025.87
378 	 -60.5139 	 -0.9167 	 47.43 	 978023.9
379 	 -60.5194 	 -0.8925 	 41.79 	 978022.16
380 	 -60.0086 	 -2.1731 	 80.16 	 978009.56
381 	 -61.43 	 -1.9058 	 10.74 	 978015.11
382 	 -60.9472 	 -2.6203 	 21.57 	 978004.34
383 	 -60.04 	 -2.6306 	 48.58 	 978009.86
384 	 -60.0381 	 -2.6053 	 56.47 	 978006.7
385 	 -60.0286 	 -2.5803 	 50.21 	 978007.16
386 	 -60.0467 	 -2.5581 	 95.87 	 977997.94
387 	 -60.0369 	 -2.5378 	 95.65 	 978000.41
388 	 -60.0456 	 -2.4842 	 55.18 	 978017.48
389 	 -60.0167 	 -2.4592 	 87.02 	 978017.32
390 	 -60.0283 	 -2.4331 	 78.95 	 978024.4
391 	 -60.0344 	 -2.4067 	 57.98 	 978030.91
392 	 -60.0406 	 -2.3797 	 68.76 	 978030.02
393 	 -60.0439 	 -2.3547 	 73.36 	 978026.79
394 	 -60.0419 	 -2.2772 	 110.31 	 978006.6
395 	 -60.0461 	 -2.2494 	 72.72 	 978012.54
396 	 -60.0286 	 -2.1983 	 109.68 	 978002.38
397 	 -66.8378 	 -4.9092 	 74.99 	 978061.58
398 	 -66.8486 	 -4.8397 	 74.22 	 978061.73
399 	 -60.0361 	 -2.7583 	 46.13 	 978003.43
400 	 -60.0453 	 -2.7364 	 62.19 	 978000.75
401 	 -60.0631 	 -2.7106 	 26.95 	 978010.35
402 	 -60.0436 	 -2.6586 	 52.91 	 978006.64
403 	 -60.0136 	 -2.1361 	 60.93 	 978012.72
404 	 -60.0203 	 -2.06 	 79.09 	 978009.09
405 	 -60.0272 	 -2.0192 	 107.18 	 978004.75
406 	 -60.0272 	 -1.9933 	 79.7 	 978012.75
407 	 -60.0539 	 -1.9186 	 139.05 	 978004.13
408 	 -60.0969 	 -1.8556 	 78.56 	 978013.9
409 	 -60.1361 	 -1.8256 	 52.96 	 978017.59
410 	 -60.1556 	 -1.7011 	 75.99 	 978017.26
411 	 -60.1764 	 -1.6611 	 65.03 	 978014.32
412 	 -60.1944 	 -1.6244 	 68.12 	 978012.14
413 	 -60.2047 	 -1.6044 	 68.06 	 978012.5
414 	 -60.25 	 -1.5114 	 49.5 	 978021.87
415 	 -60.3528 	 -1.37 	 83.89 	 978022.0
416 	 -60.3267 	 -1.4031 	 71.53 	 978022.93
417 	 -60.33 	 -1.4211 	 66.71 	 978021.7
418 	 -60.2958 	 -1.4669 	 47.85 	 978021.41
419 	 -60.4039 	 -1.295 	 47.44 	 978031.79
420 	 -60.4072 	 -1.2697 	 41.7 	 978033.37
421 	 -60.4242 	 -1.205 	 52.01 	 978029.96
422 	 -60.4356 	 -1.1989 	 42.32 	 978031.68
423 	 -60.4386 	 -1.1711 	 58.75 	 978028.4
424 	 -60.4592 	 -1.1097 	 47.61 	 978035.8
425 	 -60.4619 	 -1.0889 	 43.57 	 978034.43
426 	 -60.4778 	 -1.0361 	 43.1 	 978032.54
427 	 -60.4861 	 -1.0108 	 45.96 	 978032.31
428 	 -62.9222 	 -0.9797 	 28.15 	 978002.65
429 	 -64.9958 	 -0.3803 	 45.96 	 978027.21
430 	 -64.6939 	 -7.4361 	 82.54 	 978085.77
431 	 -64.5889 	 -0.4422 	 23.77 	 978033.94
432 	 -64.0736 	 -0.2564 	 19.84 	 978037.63
433 	 -64.1058 	 -0.1344 	 19.93 	 978033.38
434 	 -64.0631 	 -0.125 	 20.94 	 978031.57
435 	 -64.0253 	 -0.0942 	 21.4 	 978028.62
436 	 -64.0792 	 -0.0031 	 19.07 	 978036.32
437 	 -64.1358 	 -0.0922 	 20.57 	 978031.84
438 	 -64.1847 	 -0.0881 	 20.94 	 978027.9
439 	 -64.2336 	 -0.0908 	 21.83 	 978026.16
440 	 -64.2781 	 -0.0831 	 21.89 	 978023.17
441 	 -63.9517 	 -0.3356 	 30.02 	 978038.34
442 	 -63.9961 	 -0.3242 	 20.03 	 978039.63
443 	 -64.0628 	 -0.37 	 20.5 	 978044.57
444 	 -58.2936 	 -6.4203 	 105.86 	 978075.44
445 	 -58.3464 	 -6.4503 	 119.4 	 978073.31
446 	 -58.3936 	 -6.4883 	 134.43 	 978063.72
447 	 -58.4528 	 -6.515 	 162.42 	 978057.94
448 	 -58.5739 	 -6.5553 	 144.19 	 978061.19
449 	 -58.6211 	 -6.6017 	 109.61 	 978069.92
450 	 -58.6806 	 -6.6275 	 112.2 	 978072.49
451 	 -59.8014 	 -7.1589 	 160.54 	 978049.84
452 	 -63.3583 	 -0.6058 	 25.99 	 978011.76
453 	 -62.5097 	 -1.175 	 31.86 	 978002.55
454 	 -61.9797 	 -1.3942 	 27.9 	 978031.61
455 	 -60.9253 	 -2.7989 	 44.29 	 978011.28
456 	 -60.9689 	 -2.865 	 48.83 	 978004.77
457 	 -60.9658 	 -2.9253 	 56.45 	 978007.17
458 	 -64.7236 	 -3.3792 	 54.26 	 978030.89
459 	 -64.7789 	 -3.3828 	 42.25 	 978032.79
460 	 -64.8319 	 -3.4328 	 43.89 	 978032.53
461 	 -64.9039 	 -3.4178 	 35.78 	 978036.24
462 	 -64.9481 	 -3.4747 	 46.75 	 978036.8
463 	 -64.9772 	 -3.5333 	 39.34 	 978041.85
464 	 -69.9389 	 -4.2508 	 97.86 	 978050.71
465 	 -69.9378 	 -4.3992 	 86.06 	 978051.34
466 	 -70.0303 	 -4.3814 	 100.94 	 978046.56
467 	 -60.0186 	 -3.0003 	 74.0 	 977999.33
468 	 -60.0353 	 -2.9964 	 48.94 	 978004.5
469 	 -60.0167 	 -2.9672 	 32.66 	 978009.32
470 	 -60.0336 	 -2.9542 	 68.14 	 978001.23
471 	 -60.0336 	 -2.9183 	 22.89 	 978010.33
472 	 -60.0389 	 -2.9092 	 69.04 	 977999.94
473 	 -60.0347 	 -2.8497 	 64.11 	 978000.36
474 	 -60.0344 	 -2.825 	 40.96 	 978004.69
475 	 -60.0372 	 -2.7994 	 75.79 	 977996.73
476 	 -62.3864 	 -1.1664 	 6.38 	 978008.57
477 	 -62.3125 	 -1.1792 	 5.86 	 978016.1
478 	 -62.2464 	 -1.2044 	 5.86 	 978026.58
479 	 -62.2703 	 -1.1392 	 6.72 	 978018.68
480 	 -62.205 	 -1.1675 	 5.41 	 978024.93
481 	 -62.1842 	 -1.2144 	 6.31 	 978030.26
482 	 -62.2203 	 -1.2664 	 5.38 	 978030.14
483 	 -62.2061 	 -1.3067 	 6.19 	 978030.02
484 	 -62.0261 	 -1.2989 	 6.45 	 978033.21
485 	 -62.09 	 -1.2869 	 5.17 	 978031.2
486 	 -62.1539 	 -1.2525 	 5.48 	 978028.19
487 	 -62.1183 	 -1.1811 	 5.68 	 978030.21
488 	 -60.6689 	 -7.5231 	 43.78 	 978086.73
489 	 -62.5897 	 -1.1233 	 7.22 	 978004.52
490 	 -62.4508 	 -1.1511 	 6.55 	 978006.88
491 	 -66.83 	 -9.7858 	 171.15 	 978156.65
492 	 -64.5006 	 -0.3836 	 22.93 	 978033.07
493 	 -64.455 	 -0.3625 	 22.57 	 978031.52
494 	 -64.4033 	 -0.3519 	 22.23 	 978030.85
495 	 -64.3489 	 -0.3392 	 21.58 	 978031.81
496 	 -64.2986 	 -0.3397 	 21.97 	 978032.53
497 	 -64.2408 	 -0.3467 	 20.86 	 978035.74
498 	 -64.18 	 -0.3231 	 20.69 	 978040.67
499 	 -64.7081 	 -0.4561 	 25.0 	 978030.75
500 	 -64.6436 	 -0.4392 	 24.3 	 978031.89
501 	 -63.0136 	 -7.4867 	 54.21 	 978131.19
